"Variables ->","GDP","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_GDP","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_GDP","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_GDP","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP","E_DLA_CPI","MCI","OBS_D4L_CPI_TAR","OBS_DLA_CPI_RW","OBS_L_CPI","OBS_L_GDP","OBS_L_GDP_RW_GAP","OBS_L_S","OBS_RS","OBS_RS_RW","PREM","RMC","RSNEUTRAL","SHK_D4L_CPI_TAR","SHK_DLA_CPI","SHK_DLA_CPI_RW","SHK_DLA_GDP_BAR","SHK_DLA_Z_BAR","SHK_L_GDP_GAP","SHK_L_GDP_RW_GAP","SHK_L_S","SHK_RR_BAR","SHK_RR_RW_BAR","SHK_RS","SHK_RS_RW","a1","a2","a3","b1","b2","b3","b4","e1","g1","g2","g3","rho_D4L_CPI_TAR","rho_DLA_CPI_RW","rho_DLA_GDP_BAR","rho_DLA_Z_BAR","rho_L_GDP_RW_GAP","rho_RR_BAR","rho_RR_RW_BAR","rho_RS_RW","ss_D4L_CPI_TAR","ss_DLA_CPI_RW","ss_DLA_GDP_BAR","ss_DLA_Z_BAR","ss_RR_BAR","ss_RR_RW_BAR","std_SHK_D4L_CPI_TAR","std_SHK_DLA_CPI","std_SHK_DLA_CPI_RW","std_SHK_DLA_GDP_BAR","std_SHK_DLA_Z_BAR","std_SHK_L_GDP_GAP","std_SHK_L_GDP_RW_GAP","std_SHK_L_S","std_SHK_RR_BAR","std_SHK_RR_RW_BAR","std_SHK_RS","std_SHK_RS_RW","ttrend"
"Comments ->","Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office","Headline CPI (NSA,index) Source: Central Bank","Nominal Exchange Rate (LCY per 1 EUR) Source: Central Bank","Nominal Policy Interest Rate (in % pa)","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","Euro Area: Harmonized Indexes of Cosumer Prices (SWDA,2015=100) Source: European Central Bank","Foreign Nominal Interest Rate (in % pa)","Inflation Target (in % pa)","Headline CPI (NSA,index) Source: Central Bank","CPI (level, 100*log)","Foreign CPI (level, 100*log)","Headline CPI (NSA,index) Source: Central Bank","Real GDP (100*log)","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","Nominal Exchange Rate (LCY/FCY, 100*log)","Real Exchange Rate (level, 100*log)","CPI Inflation QoQ annualized (in % pa)","Foreign Inflation QoQ annualized (in % pa)","Headline CPI (NSA,index) Source: Central Bank","Quarterly Growth in Real GDP annualized (in % pa)","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","Nominal Exch. Rate Depreciation QoQ annualized (in % pa)","Real Exchange Rate Depreciation QoQ annualized (in % pa)","CPI Inflation YoY (in % pa)","Euro Area: Harmonized Indexes of Cosumer Prices (SWDA,2015=100) Source: European Central Bank","Headline CPI (NSA,index) Source: Central Bank","Real GDP Growth YoY (in % pa)","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","Nominal Exch. Rate Depreciation YoY (in % pa)","","Real Interest Rate (in % pa)","Foreign Real Interest Rate (in % pa)","Trend Real Interest Rate (in % pa)","Real Interest Rate Gap (in %)","Trend Real Exchange Rate (level, 100*log)","Real Exchange Rate Gap (in %)","Foreign Real Interest Rate Trend (in % pa)","Foreign Real Interest Rate Gap (in %)","Trend Real Exchange Rate Depreciation QoQ annualized(in % pa)","Output Gap (in %)","Trend in Real GDP (100*log)","Real GDP Trend Growth QoQ annualized (in % pa)","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","EA19 Real GDP (SWDA,in constant prices,base=2010) Source: Statistical Office of the European Communities","Foreign Output Gap (in %)","Expected CPI Inflation QoQ annualized (in % pa)","Real Monetary Condition Index (in % pa)","OBS_D4L_CPI_TAR","OBS_DLA_CPI_RW","OBS_L_CPI","OBS_L_GDP","OBS_L_GDP_RW_GAP","OBS_L_S","OBS_RS","OBS_RS_RW","Country Risk Premium (in % pa)","Real Marginal Cost  (in %)","Nominal Policy Neutral Interest Rate (in % pa)","Shock: Inflation target","Shock: CPI inflation (cost-push)","Shock: Foreign inflation","Shock: Potential GDP growth","Shock: Real exchange rate depreciation","Shock: Output gap (demand)","Shock: Foreign output gap","Shock: Exchange rate (UIP)","Shock: Real interest rate","Shock: Foreign real interest rate","Shock: Interest rate (monetary policy)","Shock: Foreign nominal interest rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Time trend"
"Class[Size] ->","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","tseries[73-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","tseries[73-by-1]"
"1996Q1",6.02673000e+05,5.58500000e+01,3.49600000e+01,1.08600000e+01,1.66413780e+06,8.41000000e+01,5.63000000e+00,8.91000000e+00,5.56344579e+01,4.01880276e+02,4.43200657e+02,4.02266953e+02,1.33091300e+03,1.43248177e+03,3.55420455e+02,3.96740836e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.95240663e+02,1.50017324e+00,NaN,NaN,NaN,1.21974124e+00,1.33155506e+03,NaN,1.43243918e+03,4.25921305e-02,1.43244704e+03,3.47272459e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.00000000e-01,2.00000000e-01,7.00000000e-01,8.00000000e-01,3.00000000e-01,5.00000000e-01,7.00000000e-01,4.00000000e-01,7.00000000e-01,5.00000000e-01,5.00000000e-01,5.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,2.00000000e+00,2.00000000e+00,2.50000000e+00,-1.50000000e+00,5.00000000e-01,7.50000000e-01,2.00000000e+00,7.50000000e-01,2.00000000e+00,5.00000000e-01,5.00000000e-01,1.00000000e+00,1.00000000e+00,3.00000000e+00,5.00000000e-01,5.00000000e-01,1.00000000e+00,1.00000000e+00,NaN
"1996Q2",6.08307000e+05,5.68600000e+01,3.45800000e+01,1.18200000e+01,1.67695350e+06,8.45600000e+01,5.14000000e+00,8.76000000e+00,5.70809047e+01,4.04446964e+02,4.43746134e+02,4.04059211e+02,1.33184350e+03,1.43324893e+03,3.54327548e+02,3.93626718e+02,1.02667549e+01,2.18190983e+00,7.16903228e+00,3.72197106e+00,3.06864116e+00,-4.37162821e+00,-1.24564733e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.94107381e+02,-4.80662841e-01,NaN,NaN,-4.53312895e+00,1.52177006e+00,1.33189886e+03,1.37520445e+00,1.43312944e+03,1.19493243e-01,1.43313675e+03,1.12180814e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1996Q3",6.10673000e+05,5.79300000e+01,3.38700000e+01,1.26900000e+01,1.68623540e+06,8.47800000e+01,5.00000000e+00,8.60000000e+00,5.77733460e+01,4.05652753e+02,4.44005967e+02,4.05923539e+02,1.33223169e+03,1.43380090e+03,3.52252967e+02,3.90606181e+02,4.82315362e+00,1.03932975e+00,7.45731155e+00,1.55277558e+00,2.20788635e+00,-8.29832537e+00,-1.20821492e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.92975036e+02,-2.36885552e+00,NaN,NaN,-4.52937852e+00,1.54062083e+00,1.33222067e+03,1.28723312e+00,1.43381972e+03,-1.88209682e-02,1.43382648e+03,-2.55760263e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1996Q4",6.10665000e+05,5.86700000e+01,3.42500000e+01,1.26900000e+01,1.69108960e+06,8.51500000e+01,4.59000000e+00,8.45000000e+00,5.88318707e+01,4.07468373e+02,4.44441441e+02,4.07192852e+02,1.33223038e+03,1.43408836e+03,3.53368656e+02,3.90341724e+02,7.26248006e+00,1.74189647e+00,5.07725513e+00,-5.24015465e-03,1.14983387e+00,4.46275915e+00,-1.05782443e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.91844266e+02,-1.50254180e+00,NaN,NaN,-4.52307931e+00,1.17892567e+00,1.33252142e+03,1.20300369e+00,1.43451014e+03,-4.21776222e-01,1.43451632e+03,-4.27959508e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1997Q1",6.06417000e+05,5.98400000e+01,3.39300000e+01,1.23900000e+01,1.69725090e+06,8.55700000e+01,4.44000000e+00,8.30000000e+00,5.96146156e+01,4.12526188e+02,4.44933475e+02,4.09167433e+02,1.33055225e+03,1.43445204e+03,3.54498359e+02,3.88573356e+02,5.28681809e+00,1.96813893e+00,7.89832429e+00,-2.79226363e+00,1.45470782e+00,-3.75479436e+00,-7.07347352e+00,6.90980166e+00,1.73281875e+00,6.90048082e+00,6.19310716e-01,1.97026730e+00,-2.99049720e+00,-8.16748012e+00,5.48019834e+00,2.70718125e+00,7.29476058e+00,-1.81456225e+00,3.90714228e+02,-2.14087182e+00,3.07306703e+00,-3.65885773e-01,-4.52015346e+00,4.96648550e-01,1.33280263e+03,1.12483270e+00,1.43520077e+03,-7.48730451e-01,1.43520635e+03,-7.54313855e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1997Q2",6.04199000e+05,6.06100000e+01,3.65900000e+01,1.96700000e+01,1.71856390e+06,8.56700000e+01,4.33000000e+00,8.14000000e+00,6.08251088e+01,4.14891615e+02,4.45050271e+02,4.10445990e+02,1.33094436e+03,1.43569996e+03,3.53538848e+02,3.94227501e+02,8.04076169e+00,4.67180618e-01,5.11422492e+00,-1.46570175e+00,4.99167030e+00,3.01901601e+01,2.26165790e+01,6.35330336e+00,1.30413644e+00,6.38677897e+00,-6.77607487e-01,2.45102458e+00,5.64994988e+00,6.00782957e-01,1.33166966e+01,3.02586356e+00,6.90685761e+00,6.40983903e+00,3.89583139e+02,4.64436227e+00,2.98970363e+00,3.61599290e-02,-4.52435733e+00,-3.12709410e-01,1.33306642e+03,1.05519110e+00,1.43589144e+03,-1.91487456e-01,1.43589638e+03,-1.96425297e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1997Q3",5.99998000e+05,6.36500000e+01,3.66200000e+01,1.54800000e+01,1.72980350e+06,8.61000000e+01,4.32000000e+00,7.97000000e+00,6.34843063e+01,4.17239973e+02,4.45550941e+02,4.15339933e+02,1.33099739e+03,1.43635184e+03,3.53222259e+02,3.90531122e+02,1.71160217e+01,2.00268218e+00,1.95757716e+01,-2.79091680e+00,2.60752721e+00,3.27824086e-01,-1.47855154e+01,9.42652038e+00,1.54497455e+00,9.41639399e+00,-1.76353058e+00,2.55093480e+00,7.80648724e+00,-7.50585863e-02,6.05347962e+00,2.77502545e+00,6.51782054e+00,-4.64340915e-01,3.88447878e+02,2.08324419e+00,2.90611155e+00,-1.31086104e-01,-4.54104310e+00,-1.02130971e+00,1.33331559e+03,9.96653746e-01,1.43658152e+03,-2.29681598e-01,1.43658574e+03,-2.33907133e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1997Q4",6.00172000e+05,6.46100000e+01,3.80300000e+01,1.46361085e+01,1.74693770e+06,8.64700000e+01,6.05736685e+00,5.79268093e+00,6.48083524e+01,4.19405887e+02,4.35731854e+01,4.16836920e+02,1.33079345e+03,1.43733749e+03,3.54592430e+02,-2.12402717e+01,8.66365819e+00,2.19962284e+00,5.98794903e+00,1.15983570e-01,3.94262046e+00,1.51123131e+01,8.57085790e+00,9.67507631e+00,1.53831259e+00,9.64406746e+00,-1.73322465e+00,3.24913145e+00,1.04688757e+01,2.33211200e+00,6.78492369e+00,2.89168741e+00,2.65184331e+00,6.54402278e-01,-2.23329137e+01,5.36560863e+00,7.70062246e-02,6.96026950e-02,-1.86170839e+00,1.42522236e-01,1.33065093e+03,2.52458690e+00,1.43727023e+03,6.72579084e-02,1.43727366e+03,-1.66785346e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"1998Q1",6.00749000e+05,6.78000000e+01,3.63300000e+01,1.60100000e+01,1.75748150e+06,8.65500000e+01,4.20000000e+00,7.62000000e+00,6.75432329e+01,4.21276788e+02,4.36656603e+01,4.21656219e+02,1.33059325e+03,1.43793924e+03,3.59264385e+02,-1.83467427e+01,7.48360344e+00,3.69899460e-01,1.92771990e+01,-8.00805939e-01,2.40697958e+00,1.86878201e+01,1.15741161e+01,8.75060032e+00,1.13875272e+00,1.24887861e+01,4.10034674e-02,3.48719939e+00,4.76602570e+00,-4.51353127e+00,8.11104516e+00,3.83010054e+00,2.79257572e+00,5.31846944e+00,-2.28263977e+01,4.47965497e+00,4.19835519e-02,3.78811699e+00,-1.97393572e+00,-6.90362655e-01,1.33128361e+03,2.53073363e+00,1.43795668e+03,-1.74472083e-02,1.43795919e+03,-1.99486680e-02,6.05512786e+00,2.37903212e+00,7.62000000e+00,3.69899460e-01,4.21276788e+02,1.33059325e+03,-1.99486680e-02,3.59264385e+02,1.60100000e+01,4.20000000e+00,4.62974074e+00,8.60642632e-01,1.06915306e+01,3.72365954e+00,-5.69624178e-01,-1.78979881e+00,1.10641055e-02,-1.84569003e-01,-8.06964746e-02,1.13479609e-01,7.05489644e+00,5.71101070e-01,-1.69621428e-01,2.49266816e+00,-7.28270081e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.00000000e+00
"1998Q2",6.01588000e+05,6.83000000e+01,3.65300000e+01,1.56100000e+01,1.76514100e+06,8.68200000e+01,4.06000000e+00,7.42000000e+00,6.85138154e+01,4.22703541e+02,4.39771331e+01,4.22390977e+02,1.33073281e+03,1.43837411e+03,3.59813384e+02,-1.89130239e+01,5.70701200e+00,1.24589130e+00,2.93902865e+00,5.58240000e-01,1.73950222e+00,2.19599600e+00,-2.26512470e+00,7.81192587e+00,1.33343039e+00,1.19449871e+01,-2.11551061e-01,2.67415737e+00,6.27453616e+00,-1.07339567e+01,9.01966327e+00,2.81410870e+00,2.72601468e+00,6.29364859e+00,-2.33574165e+01,4.44439262e+00,1.35616646e-01,2.67849205e+00,-2.12407529e+00,-1.18540691e+00,1.33191822e+03,2.53841703e+00,1.43864001e+03,-2.65892848e-01,1.43864144e+03,-2.67326822e-01,4.50707329e+00,3.07223623e+00,7.42000000e+00,1.24589130e+00,4.22703541e+02,1.33073281e+03,-2.67326822e-01,3.59813384e+02,1.56100000e+01,4.06000000e+00,4.58965827e+00,5.03532945e-01,9.31635141e+00,2.61000000e+00,-9.84338984e-01,5.49971732e-01,1.38301318e-02,-2.44926717e-01,4.22217489e-01,-2.51367888e-01,4.66651171e+00,3.91954107e-01,-4.79701955e-02,1.75471330e+00,4.23698411e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.00000000e+00
"1998Q3",6.01598000e+05,6.97000000e+01,3.51900000e+01,1.41800000e+01,1.77515260e+06,8.70600000e+01,3.94000000e+00,7.21000000e+00,6.95106959e+01,4.24148064e+02,4.42531858e+01,4.24420032e+02,1.33073447e+03,1.43893969e+03,3.56076195e+02,-2.38186832e+01,5.77809200e+00,1.10421050e+00,8.11622048e+00,6.64000000e-03,2.26232687e+00,-1.49487560e+01,-1.96226375e+01,6.90809141e+00,1.10881247e+00,9.08009928e+00,-2.62916528e-01,2.58785728e+00,2.85393639e+00,-1.19432371e+01,8.36392073e+00,2.83578950e+00,2.52133279e+00,5.84258793e+00,-2.39286426e+01,1.09959361e-01,2.46256962e-01,2.58953254e+00,-2.28490448e+00,-1.81103806e+00,1.33254551e+03,2.50916459e+00,1.43931932e+03,-3.79629383e-01,1.43931951e+03,-3.79818770e-01,4.29560965e+00,4.05682375e+00,7.21000000e+00,1.10421050e+00,4.24148064e+02,1.33073447e+03,-3.79818770e-01,3.56076195e+02,1.41800000e+01,3.94000000e+00,4.40299942e+00,-1.23473884e+00,8.33741207e+00,2.50000000e+00,7.41448471e-01,-2.92502540e-01,-2.15690314e-02,-2.85644250e-01,5.44243977e-01,-1.65957312e-01,1.17306815e+00,2.40521046e-01,-1.22363552e-02,1.02134248e+00,4.21906508e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.00000000e+00
"1998Q4",6.01559000e+05,6.94300000e+01,3.50200000e+01,1.15300000e+01,1.78022680e+06,8.71700000e+01,3.62000000e+00,7.00000000e+00,6.96979033e+01,4.24417024e+02,4.43794556e+01,4.24031905e+02,1.33072799e+03,1.43922513e+03,3.55591933e+02,-2.44456354e+01,1.07584000e+00,5.05079560e-01,-1.55250680e+00,-2.59200000e-02,1.14175234e+00,-1.93704800e+00,-2.50780844e+00,5.01113686e+00,8.06270205e-01,7.19498532e+00,-6.54614847e-02,1.88764025e+00,9.99503015e-01,-1.47129038e+01,8.31070599e+00,3.11492044e+00,2.25941855e+00,6.05128744e+00,-2.45364066e+01,9.07712673e-02,3.35579525e-01,2.77934092e+00,-2.43105606e+00,-2.42994740e+00,1.33315794e+03,2.44971737e+00,1.43999360e+03,-7.68466300e-01,1.43999234e+03,-7.67202614e-01,3.16232039e-01,4.20866983e+00,7.00000000e+00,5.05079560e-01,4.24417024e+02,1.33072799e+03,-7.67202614e-01,3.55591933e+02,1.15300000e+01,3.62000000e+00,4.16868388e+00,-1.67373180e+00,5.47871256e+00,2.39500000e+00,-2.72894765e+00,-7.78288840e-01,-5.76143065e-02,-3.03132478e-01,6.65085301e-01,-4.63347598e-01,7.17761982e-02,1.42352315e-01,-1.14260448e-02,6.89972628e-01,2.99868183e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.00000000e+00
"1999Q1",6.03899000e+05,6.98100000e+01,3.84200000e+01,8.08000000e+00,1.79475860e+06,8.72700000e+01,3.09000000e+00,6.60000000e+00,6.95351587e+01,4.24183251e+02,4.44941083e+01,4.24577727e+02,1.33111622e+03,1.44003811e+03,3.64857816e+02,-1.48313267e+01,-9.35092000e-01,4.58610461e-01,2.18328609e+00,1.55292000e+00,3.25190252e+00,3.70635320e+01,3.84572345e+01,2.90646300e+00,8.28447955e-01,2.92150710e+00,5.22970000e-01,2.09887099e+00,5.59343100e+00,3.51541654e+00,6.73160887e+00,2.63138954e+00,1.99745072e+00,4.73415815e+00,-2.51787272e+01,1.03474005e+01,3.67540983e-01,2.26384856e+00,-2.56928244e+00,-2.62360450e+00,1.33373982e+03,2.32754838e+00,1.44066155e+03,-6.23444845e-01,1.44065860e+03,-6.20488092e-01,-5.25275472e-01,2.09690559e-01,6.60000000e+00,4.58610461e-01,4.24183251e+02,1.33111622e+03,-6.20488092e-01,3.64857816e+02,8.08000000e+00,3.09000000e+00,3.98533568e+00,1.26769700e+00,3.34584185e+00,2.10000000e+00,-1.78413676e+00,-3.45453187e-01,-1.32225515e-01,-3.24437586e-01,-3.06495362e-01,-6.72600080e-03,5.22113933e+00,8.99158756e-02,-5.09226365e-02,-2.68738422e-01,2.87697112e-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.00000000e+00
"1999Q2",6.07188000e+05,6.99300000e+01,3.66400000e+01,7.00000000e+00,1.80743940e+06,8.76600000e+01,2.63000000e+00,6.30000000e+00,7.00995077e+01,4.24991577e+02,4.49400016e+01,4.24749474e+02,1.33165937e+03,1.44074217e+03,3.60114054e+02,-1.99375214e+01,3.23330400e+00,1.78357353e+00,6.86990293e-01,2.17260000e+00,2.81624772e+00,-1.89750480e+01,-2.04247785e+01,2.28803600e+00,9.62868512e-01,2.35849751e+00,9.26560000e-01,2.36805736e+00,3.00670000e-01,-1.02449779e+00,5.43962516e+00,8.46426470e-01,1.80985133e+00,3.62977383e+00,-2.58559722e+01,5.91845081e+00,4.44114897e-01,4.02311573e-01,-2.70897973e+00,-2.64679718e+00,1.33430617e+03,2.26537071e+00,1.44132143e+03,-5.79258395e-01,1.44131651e+03,-5.74337865e-01,2.86744735e+00,7.65306441e-01,6.30000000e+00,1.78357353e+00,4.24991577e+02,1.33165937e+03,-5.74337865e-01,3.60114054e+02,7.00000000e+00,2.63000000e+00,3.83292022e+00,-7.72227813e-02,3.37022617e+00,2.00000000e+00,3.04307875e+00,1.01668516e+00,-9.66679980e-02,-3.53553780e-01,-3.11527116e-02,-7.79473914e-02,-4.28600633e-01,1.11890758e-01,8.21108535e-05,7.23838754e-01,-2.87537685e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.00000000e+00
